tipo_negocio,tiene_reja,anio_apertura,trabajadores_total,trabajadores_salario_fijo,expectativa_trabajadores_3m,ventas_vs_mes_anterior,razon_cambio_ventas,expectativa_ventas_3m,cambio_inventario,expectativa_inventario_3m,percepcion_inventario,cambio_precios,expectativa_precios_3m,impacto_crimen,impacto_falta_credito,impacto_precio_bienes,impacto_competencia,credito_bancos,credito_proveedores,credito_familia,credito_gobierno,credito_privado,credito_otro,razon_sin_credito,quiere_crecer,razon_no_crecer,nivel_digitalizacion,tecnologias_digitales,horario_apertura,horario_cierre,sexo,tipo_local,educacion,rango_edad,latitud,longitud,salario_dejar_negocio_num,salario_dejar_negocio_text,consumo_energia_kw_num,consumo_energia_kw_text,consumo_energia_kw_cash
Cafeterías,True,2022.0,8.0,5.0,Permanezca igual,Peor,La zona en la que se encuentran y el clima,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Mucho,Mucho,Moderado,True,True,False,False,False,,,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",7:30 am,9:30 pm,Mujer,Rentado,Secundaria,De 21 a 30,,,1500000,,,No sabe,
Almacén,False,2024.0,6.0,6.0,Aumente,Peor,Por la situación del país y por el barrio y la gente,Mayores,Disminuyó,Incremente,Muy poco,Aumentó,Aumenten,Nada,Mucho,Mucho,Poco,False,True,False,False,False,,Los procedimientos para aplicar son complicados,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",9:00 am,11:00 pm,Mujer,Rentado,Secundaria,De 41 a 50,-34.6154517,-58.36305,,No aceptaría,,$1000000,1000000.0
Almacén,False,2019.0,1.0,0.0,Permanezca igual,Peor,,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Bajó,Permanezcan igual,Nada,Nada,Moderado,Nada,False,False,False,False,False,,Las tasas de interés son muy altas,False,Porque sería muy complicado administrarlo,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",10:00 am,8:00 pm,Hombre,Rentado,Preparatoria,De 31 a 40,-34.588083,-58.4008772,,Lo mismo que ahora,,,
Cafeterías,False,2022.0,8.0,8.0,Permanezca igual,Igual,,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Moderado,Mucho,Mucho,Poco,True,True,True,False,False,Mercado Pago,,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",10:00 am,8:00 pm,Mujer,Rentado,Preparatoria,De 21 a 30,-34.5468783,-58.4786431,10000000.0,10.000.000$,60.0,60 días 4600kw,
Cafeterías,False,2018.0,10.0,10.0,Permanezca igual,Igual,No sabe decir,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Poco,Nada,Algo,Nada,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",8:00 am,8:30 pm,Hombre,Rentado,Universidad y más,De 21 a 30,-34.5388241,-58.7134065,400000,,,,
Carnicería,False,2022.0,3.0,1.0,Permanezca igual,Peor,Los precios subieron mucho,Iguales,Disminuyó,,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Nada,Nada,False,False,True,False,False,,Las tasas de interés son muy altas,True,,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,8:00 pm,Hombre,Rentado,Secundaria,De 41 a 50,-34.5888694,-58.4035999,,"No cambiaría por nada, le gusta trabajar de manera independiente",,,
Granja,False,2022.0,2.0,2.0,Permanezca igual,Igual,no hay aumento,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Mucho,Poco,Mucho,Nada,True,False,False,False,False,Ninguna,,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",9:00 am,6:30 pm,Mujer,Rentado,Universidad y más,De 31 a 40,-34.5476049,-58.4774452,8000000,,1140.0,1140 kw / mes,
Fiambrería,True,2023.0,3.0,3.0,Permanezca igual,Igual,No hay consumo,Mayores,Aumentó,Incremente,Muy poco,Permaneció igual,Aumenten,Nada,Nada,Mucho,Nada,False,False,False,False,False,No,Las tasas de interés son muy altas,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",9:30 am,8:30 pm,Hombre,Rentado,Preparatoria,De 51 a 60,-34.5894209,-58.4040492,5000000.0,5.000.000 de pesos por mes,804,,
Carnicería,False,2022.0,3.0,3.0,Aumente,Igual,ninguno,Mayores,Permaneció igual,Incremente,En su nivel correcto,Bajó,Aumenten,Poco,Mucho,Mucho,Mucho,False,False,False,False,False,nonguno,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",7:30 am,7:30 pm,Mujer,Rentado,Secundaria,De 41 a 50,-34.6375177,-58.4605124,,ninguno,5261,,
Cafeterías,False,2025.0,6.0,4.0,Aumente,Mejor,"Por el clima, días mas soleados porque el café está cerca del paraue",Mayores,Permaneció igual,Incremente,Muy poco,Permaneció igual,Aumenten,Nada,Poco,Poco,Nada,False,False,True,False,False,Ninguna,Las tasas de interés son muy altas,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",8:00 am,8:00 pm,Mujer,Rentado,Secundaria,De 21 a 30,-34.5480591,-58.4791061,1200000.0,1.200.000$,,No sabe,
Kiosko,True,2001.0,3.0,3.0,Permanezca igual,Peor,Por la situación del país,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Bajó,Permanezcan igual,Nada,Nada,Mucho,Mucho,False,False,False,False,False,No,Las tasas de interés son muy altas,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",8:30 am,12:00 pm,Mujer,Rentado,Universidad y más,De 41 a 50,-34.5902354,-58.4033763,4000000.0,4.000.000 de pesos,,-,
Verdulería,False,2008.0,3.0,1.0,Permanezca igual,Igual,"Porque son productos básicos como verdura, fruta, huevos",Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Disminuyan,Moderado,Nada,Mucho,Mucho,False,False,True,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:00 am,8:00 pm,Mujer,Rentado,Secundaria,De 41 a 50,-34.75786810466112,-58.39447861041777,,No lo cerraría,725,,
Granja,False,1991.0,7.0,7.0,Aumente,Igual,buena mercadería o buena conducta del trabajo,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Disminuyan,Nada,Nada,Poco,Algo,False,False,False,False,False,Nunca a ninguno,Los procedimientos para aplicar son complicados,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",9:00 am,7:00 pm,Hombre,Rentado,Secundaria,Más de 60,-34.5453766,-58.4714216,,Ninguno,,No se sabe,
Granja,True,2018.0,3.0,0.0,Aumente,Peor,Competencia,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Poco,Moderado,Mucho,Mucho,False,False,False,False,False,,Las tasas de interés son muy altas,True,,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:00 am,8:30 pm,Hombre,Propio,Secundaria,De 41 a 50,-34.768881,-58.221884,1200000,,,$200.000,200000.0
Kiosko,False,2010.0,2.0,1.0,Permanezca igual,Peor,Por bajos salarios reales,Menores,Disminuyó,Disminuya,Demsiado grande,Aumentó,Aumenten,Nada,Nada,Poco,Mucho,False,False,True,False,False,Ninguno,No necesito un crédito,False,Porque tendría que pagar más impuestos,Ninguno: No usamos ninguna herramienta digital (todos los procesos son manuales).,Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,8:00 am,9:00 pm,Mujer,Rentado,Secundaria,De 41 a 50,-34.5442192,-58.4718508,3000000.0,3.000.000$,,No lo sabe,
Kiosko,True,2003.0,1.0,0.0,Permanezca igual,Mejor,Mejoro el clima y ambiente primavera mejora las ventas,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Poco,Algo,False,True,False,False,False,No,No necesito un crédito,True,,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,8:00 am,11:00 pm,Hombre,Rentado,Secundaria,De 51 a 60,-37.31417,-59.14006,5000000,,,,
Cafeterías,True,2025.0,3.0,1.0,Aumente,Igual,Casi siempre los mismos clientes en conjunto con la economía,Menores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Algo,Nada,Mucho,Nada,False,False,False,False,False,,Las tasas de interés son muy altas,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",7:30 am,7:00 pm,Mujer,Rentado,Universidad y más,De 31 a 40,-34.6105114,-58.3974654,,"6,000,000",,-,
Almacén,False,2025.0,1.0,0.0,Permanezca igual,Igual,Debido a que abrió hace poco,Mayores,Aumentó,Incremente,Muy poco,Permaneció igual,Aumenten,Poco,Nada,Poco,Poco,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,8:00 pm,Mujer,Rentado,Secundaria,Más de 60,-37.3196111,-59.1407253,,Ninguno,46,,
Kiosko,False,2019.0,1.0,1.0,Permanezca igual,Mejor,"El clima y la temporada, Septiembre en adelante se consideran los mejores meses. Hay mas gente y se vienen las fiestas.",Mayores,Aumentó,Incremente,Muy poco,Permaneció igual,Aumenten,Nada,Nada,Poco,Mucho,False,True,False,False,False,,Las tasas de interés son muy altas,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",7:00 am,10:00 pm,Hombre,Propio,Secundaria,De 41 a 50,-37.3196274,-59.1406324,,Ninguno,400,,
Almacén,False,2019.0,3.0,3.0,Permanezca igual,Mejor,Cambio de temporada. Cosas jardín. Estabilidad,Mayores,Permaneció igual,Incremente,En su nivel correcto,Bajó,Permanezcan igual,Poco,Nada,Poco,Nada,False,False,False,False,False,,No necesito un crédito,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",8:00 am,8:00 pm,Hombre,Rentado,Preparatoria,De 21 a 30,-37.3198303,-59.1404762,,Ninguno,,-,
Almacén,False,2023.0,2.0,2.0,Permanezca igual,Igual,"Época del año, situación económica",Mayores,Disminuyó,Incremente,En su nivel correcto,Aumentó,Aumenten,Nada,Moderado,Algo,Mucho,False,False,False,False,False,,No creo que me lo aprobarían,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",9:00 am,9:00 pm,Mujer,Rentado,Preparatoria,De 41 a 50,-37.3201174,-59.1403934,,Ninguno,,-,
Confitería o Panadería,False,2025.0,3.0,0.0,Aumente,Mejor,"Porque es reciente la apertura, y estuvo mucho cerrado. Por publicidad",Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Moderado,Algo,Nada,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",10:00 am,10:00 pm,Mujer,Rentado,Universidad y más,De 31 a 40,-37.3217721,-59.1393255,3000000.0,$3.000.000 a $4.000.000,,-,
Dietéticas,False,2024.0,1.0,1.0,Aumente,Mejor,Consumo estacional,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Nada,Nada,Nada,Poco,False,False,False,False,False,,No necesito un crédito,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",9:00 am,8:30 pm,Hombre,Rentado,Universidad y más,De 31 a 40,-37.3223782,-59.1375988,,Ninguno,250,,
Almacén,False,2007.0,3.0,1.0,Aumente,Igual,Tema horario. Tuvieron que aumentar el horario de apertura,Mayores,Permaneció igual,Incremente,Muy poco,Permaneció igual,Permanezcan igual,Algo,Mucho,Mucho,Moderado,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",7:00 am,11:00 pm,Mujer,Rentado,Secundaria,De 41 a 50,-37.3210541,-59.1380689,,Ninguno,800,,
Almacén,False,2008.0,1.0,0.0,Permanezca igual,Peor,Por falta de métodos de pago. Situación socio económica,Menores,Disminuyó,Permanezca igual,Muy poco,Aumentó,Aumenten,Nada,Nada,Poco,Moderado,False,False,False,False,False,,No necesito un crédito,False,Porque tendría que pagar más impuestos,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,Ninguna de las anteriores.,9:00 am,8:00 pm,Hombre,Rentado,Primaria,Más de 60,-37.3186019,-59.1395961,,Ninguno,140,,
Fiambrería,False,2025.0,2.0,0.0,Permanezca igual,Mejor,Redes Sociales,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Nada,Moderado,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:30 am,8:00 pm,Mujer,Rentado,Universidad y más,De 51 a 60,-37.3182793,-59.1340298,,Ninguno,300,,
Dietéticas,False,1985.0,5.0,1.0,Aumente,Igual,,Mayores,Permaneció igual,Disminuya,Demsiado grande,,Aumenten,Moderado,Moderado,Nada,Algo,False,True,True,True,True,,Los requerimientos de garantía son muy altos,False,Porque tendría que pagar más impuestos,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",7:00 am,11:00 pm,Hombre,Rentado,Preparatoria,De 41 a 50,-34.6237561,-58.4090401,,,,,
